name	length	8Cell_SRR17972758_Rep1_R1	8Cell_SRR17972759_Rep2_R1	8Cell_SRR17972760_Rep3_R1	8Cell_SRR17972761_Rep4_R1	8Cell_SRR17972762_Rep5_R1	8Cell_SRR17972763_Rep6_R1	8Cell_SRR17972764_Rep7_R1	8Cell_SRR17972765_Rep8_R1	8Cell_SRR17972820_Rep9_R1	8Cell_SRR17972821_Rep10_R1	8Cell_SRR17972822_Rep11_R1	8Cell_SRR17972832_Rep12_R1	8Cell_SRR17972833_Rep13_R1	8Cell_SRR17972834_Rep14_R1	8Cell_SRR17972835_Rep15_R1	8Cell_SRR17972836_Rep16_R1	8Cell_SRR17972837_Rep17_R1	8Cell_SRR17972838_Rep18_R1	8Cell_SRR17972839_Rep19_R1	8Cell_SRR17972840_Rep20_R1	8Cell_SRR17972841_Rep21_R1	8Cell_SRR17972842_Rep22_R1	8Cell_SRR17972843_Rep23_R1
CST8	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSTA	584	0	0	6	0	0	0	0	0	15	20	11	0	0	0	0	0	0	0	0	0	0	0	0
CSTB	1201	3212	5457	5338	5469	5160	3848	10129	3859	2614	3619	6349	5256	3378	1996	2183	1399	1575	1061	1833	2072	2051	2132	918
CSTF1	3715	34	2	744	863	42	95	163	1384	835	831	613	356	0	454	90	411	260	166	359	408	358	144	0
CSTF2	1953	0	0	105	823	6	0	0	0	238	291	271	467	0	1	436	128	0	117	209	22	1	1	46
CSTF2T	2389	427	617	13	0	403	61	554	0	54	56	25	0	0	48	0	386	0	9	197	0	0	0	0
CSTF3	3540	439	381	176	87	594	152	39	0	1960	1732	1490	40	157	43	0	338	116	30	52	284	9	46	7
CSTL1	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47B1	1606	0	0	0	0	0	0	0	0	1	27	15	0	0	0	0	0	0	0	0	1	0	130	0
CT55	1093	1784	1544	3326	2538	2225	2915	1027	322	1920	4015	1880	751	1198	774	416	1126	453	469	1524	1075	299	2411	415
CT83	2467	36	1	41	0	0	0	0	0	9	18	15	0	0	0	122	1	0	37	2	42	0	2	0
CTBP1	3255	464	824	769	1612	1205	358	1159	1149	27	22	60	301	2471	1857	1325	1490	1386	2177	2638	1088	1427	792	1609
CTBP2	5094	285	1149	409	490	337	28	26	26	672	655	886	302	628	577	562	726	492	1237	685	712	437	1321	287
CTBS	1653	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CTC1	4163	1493	2002	1868	941	2710	651	178	1984	130	208	142	3562	628	1534	185	1697	346	435	959	471	792	11	3156
CTCF	8032	695	421	492	206	414	15	64	962	1384	1078	1121	459	23	112	127	483	149	119	200	729	365	526	451
CTCFL	3432	0	0	0	0	20	2	0	0	6	19	6	0	0	1	0	0	127	0	0	25	0	4	0
CTDNEP1	1674	317	1	457	91	252	216	324	125	82	72	70	372	279	188	183	260	326	168	498	314	73	24	8
CTDP1	5356	119	159	202	319	14	227	0	0	33	29	30	12	241	158	62	61	156	0	283	48	94	893	12
CTDSP1	4355	35	0	3	0	0	22	11	110	4	1	2	44	50	13	43	0	0	8	248	2	2	1	0
CTDSP2	3575	972	1125	5412	3671	2733	2714	4254	4408	149	135	194	7120	4712	7962	6877	6503	6199	7436	6377	3310	1149	1506	183
CTDSPL2	6320	309	0	397	123	585	0	235	0	946	1374	873	0	0	233	1	22	0	0	16	186	9	5	57
CTDSPL	4415	0	0	14	0	5	0	0	0	24	15	93	8	0	2	0	0	22	10	7	79	1	117	0
CTF1	1801	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	75	0	140	1	0	0
CTGF	2305	1611	8	2254	219	646	513	703	551	1105	704	2940	286	48	1210	752	1773	649	1426	1601	799	105	325	18
CTH	2418	2	2	168	3	0	1	1214	141	84	63	112	81	0	83	584	480	24	458	190	70	680	279	296
CTHRC1	1421	261	315	339	0	0	158	32	0	350	338	1181	0	0	1	0	0	0	0	0	0	0	3	0
CTIF	7021	0	0	0	0	0	0	0	39	6	11	22	0	71	0	0	0	0	0	85	0	0	0	0
CTLA4	4314	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CTNNA1	4274	22	1	171	62	0	0	13	0	950	670	2475	245	35	300	1	295	281	545	441	543	224	63	31
CTNNA2	4177	101	0	2	0	1	0	0	6	31	32	45	0	0	40	0	0	99	45	23	201	9	14	0
CTNNA3	12806	136	0	109	0	187	0	268	334	638	915	412	330	0	44	0	146	0	36	275	114	62	359	2
CTNNAL1	3178	722	88	646	368	928	366	109	0	1748	1729	1467	211	611	169	54	400	764	65	366	130	580	2154	29
CTNNB1	5308	1558	1622	15	1	649	1000	174	0	980	815	2234	136	838	825	16	474	460	1116	53	885	1087	114	9
CTNNBIP1	1732	214	319	126	145	202	235	276	263	23	29	18	40	176	352	265	87	233	147	489	246	217	35	78
CTNNBL1	1874	1770	277	1288	434	744	421	814	842	2735	2728	1902	1296	1715	430	1073	522	895	1331	2081	1429	406	1132	1295
CTNND1	6409	344	22	455	18	667	74	1007	343	170	169	173	418	640	841	648	893	368	827	1339	702	636	319	504
CTNND2	5833	0	0	154	10	88	0	0	0	41	30	35	0	0	0	0	207	78	162	131	34	91	1	82
CTNS	4312	0	0	544	0	0	0	2	0	22	24	11	686	0	696	254	592	810	146	881	57	59	1201	0
CTPS1	4733	2177	1250	983	450	548	132	243	1558	840	587	597	1915	534	290	270	210	344	499	419	148	600	210	7
CTPS2	2695	0	1	138	0	118	1	1	0	100	86	193	40	0	408	0	24	130	136	170	120	166	201	7
CTR9	4333	1025	0	279	0	458	0	576	0	2223	1517	1201	500	0	22	0	6	0	3	684	0	25	1	16
CTRB1	868	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTRC	892	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTSA	1831	0	0	2141	0	370	0	1	0	131	89	360	0	18	25	0	2	158	0	214	1	0	1	0
CTSB	3553	7030	5422	15400	12973	9410	13114	19927	11128	459	354	363	24781	23121	37253	30944	40629	30878	41549	80450	24511	17800	15286	6700
CTSC	4521	4405	6530	2150	1755	1719	419	1799	521	2317	2874	1979	1048	2090	3041	2003	2177	854	3587	1496	2323	1786	432	2551
CTSD	2205	4309	2602	10862	831	2000	1644	2661	1041	187	94	542	789	1208	1689	518	1055	236	998	84	121	429	10	880
CTSF	1940	55	0	617	0	20	0	468	0	10	11	43	3	0	0	29	149	0	0	0	15	0	0	0
CTSH	1400	528	0	1675	480	12	516	4	0	473	492	1700	0	124	37	296	7	0	140	0	0	2	0	0
CTSK	2534	78	0	25	786	90	97	0	0	1232	695	2560	21	0	0	0	0	0	0	0	68	0	0	0
CTSL	1427	1	486	189	1	23	0	0	73	1408	827	767	0	0	207	0	1	0	0	0	19	0	0	0
CTSO	3178	0	0	1	0	154	0	0	0	47	41	133	160	410	313	576	203	212	106	2	690	0	1	0
CTSS	1910	0	0	0	0	0	0	0	0	51	17	26	0	0	0	0	0	0	0	0	0	0	0	0
CTSV	1376	7926	8614	6111	5622	4056	1302	877	478	22898	21073	13934	400	553	433	901	511	300	531	582	339	292	1485	509
CTSW	1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTSZ	1414	2247	1041	3769	1398	2611	757	3100	1428	679	612	1332	4030	1669	2131	1880	1690	1191	1416	5178	2267	1755	1309	938
CTTN	2906	757	9	194	1	978	423	248	0	580	447	855	23	493	777	591	121	257	753	351	746	683	60	690
CTTNBP2	5907	0	9	2	0	307	0	0	0	178	105	125	15	0	86	1	146	43	14	67	239	0	26	43
CTTNBP2NL	4487	0	0	0	0	0	0	0	0	171	128	515	0	0	75	0	1	0	0	0	0	0	1	0
CTU1	1950	958	600	1445	670	582	300	314	850	21	32	19	291	0	322	392	276	312	69	375	182	121	244	439
CTU2	2070	2491	1831	5118	3652	3240	1981	6433	1468	150	142	104	1857	1349	1896	3801	2170	4769	1539	6359	1057	1303	2572	2
CTXN1	1203	0	136	121	0	47	0	125	0	6	2	6	67	157	62	2	27	0	7	20	8	24	0	0
CTXN2	757	0	0	0	135	0	0	0	0	6	6	0	0	0	0	0	2	0	0	0	0	0	0	0
CTXN3	3521	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CTXND1	7162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0
CUBN	11210	0	0	6	0	0	0	0	0	18	39	28	0	0	0	47	194	0	0	0	0	0	0	0
CUEDC1	3477	490	0	1683	640	834	13	999	1	11	7	16	1676	1263	2460	896	2003	2151	2305	1815	1175	839	209	49
CUEDC2	1261	1406	604	4680	1884	2862	2181	3168	3357	377	407	1179	3321	2272	4425	1315	3812	2748	2926	8121	2952	3026	1475	1
CUL1	3364	593	706	1141	0	222	689	42	0	912	839	885	25	555	81	32	30	49	58	93	406	64	23	59
CUL2	5219	355	55	843	586	262	0	61	66	2358	1927	1697	5	22	2	0	115	0	0	17	206	47	81	0
CUL3	4364	253	96	178	0	0	3	9	181	1508	1501	1385	0	0	205	325	202	0	7	1	2	26	0	799
CUL4A	3670	338	0	526	10	387	0	273	176	135	81	220	40	0	143	33	650	147	387	777	182	207	1	2
CUL4B	5534	94	25	907	0	760	698	18	523	1607	2556	1822	84	1	60	1	224	161	45	665	449	157	352	109
CUL5	6561	0	0	78	76	1	0	0	0	630	762	796	0	0	7	0	26	0	0	0	0	80	588	0
CUL7	5473	0	0	86	0	0	0	5	0	25	31	86	400	223	537	0	0	35	413	0	6	0	0	0
CUL9	9644	283	0	3	0	452	0	0	0	18	10	17	495	14	197	0	168	0	103	75	542	0	147	1
CUTA	1017	1444	2289	2832	4823	2578	2783	2095	4604	750	1738	1315	2514	1696	2380	2386	1591	3250	1230	5115	2704	5214	2025	787
CUTC	1373	390	0	211	0	0	0	192	0	306	519	490	0	187	123	0	350	79	139	315	258	0	0	0
CUX1	15702	86	1196	535	732	98	26	1	0	334	282	658	777	0	15	158	59	219	73	8	133	448	106	553
CUX2	7269	70	5	130	5	0	68	169	9	30	41	21	92	79	209	62	42	142	39	423	54	339	6	156
CWC15	1362	878	1755	1217	1051	557	714	675	486	5242	6314	4200	294	325	586	777	504	450	712	1578	831	710	991	991
CWC22	4744	104	2	92	1	0	0	0	0	674	833	857	45	36	120	39	6	0	14	0	0	0	157	18
CWC25	1580	661	479	675	1168	555	724	724	556	775	586	523	430	773	385	709	829	1072	921	1847	589	1213	169	1056
CWC27	3156	76	160	67	0	12	55	0	0	860	1032	919	0	79	0	52	57	1	2	108	52	25	300	514
CWF19L1	2286	298	1508	192	1	427	0	658	0	755	939	896	69	0	279	1	3	88	46	0	22	0	791	82
CWF19L2	3344	64	50	37	114	17	45	0	0	728	1006	845	0	0	170	0	5	19	8	0	4	0	23	30
CWH43	2617	0	0	0	0	0	0	0	0	17	23	22	0	47	0	0	0	58	0	16	80	0	0	0
CX3CL1	3691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CX3CR1	3863	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CXADR	2686	769	1	1992	203	1261	539	36	72	1501	1694	1033	261	0	3	0	35	46	201	35	4	124	601	0
CXCL10	1180	0	0	0	0	0	0	0	0	37	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL11	1249	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL12	8246	149	1	198	390	73	449	965	0	167	284	406	91	0	177	1	0	0	0	92	0	0	0	0
CXCL13	1103	0	0	0	0	0	0	0	0	5	19	7	0	0	5	0	0	0	0	0	0	0	0	0
CXCL14	1643	67	0	205	0	0	0	4	260	57	9	36	0	0	0	0	55	83	0	84	0	0	0	0
CXCL16	983	1	0	204	0	0	0	217	0	37	53	44	0	0	0	154	0	0	0	0	78	5	0	0
CXCL17	916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL2	1123	0	0	0	0	0	0	0	0	16	14	8	0	54	22	0	0	0	0	0	0	0	0	0
CXCL3	1042	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL5	1488	0	0	0	0	0	0	0	0	36	12	29	1	0	5	0	0	0	0	0	0	0	0	0
CXCL8	1481	0	0	0	0	0	0	0	0	7	44	10	0	0	0	0	0	0	0	0	0	0	0	0
CXCL9	414	0	0	20	0	0	1	0	0	19	25	9	0	0	0	0	0	0	4	0	0	46	0	0
CXCR1	2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCR2	2959	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCR3	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CXCR4	1673	895	1394	2880	2750	1384	1859	500	1328	918	1053	560	2480	2423	4249	1943	5361	2798	6454	8376	2000	310	3590	843
CXCR5	1125	304	0	2	0	0	0	0	0	8	1	0	0	0	196	0	52	0	0	25	0	0	128	0
CXCR6	2442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CXHXorf21	1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXHXorf36	10478	2	7	0	0	0	0	0	0	10	0	0	1382	0	0	0	274	0	578	1	1	0	0	0
CXHXorf38	3835	104	0	32	14	6	0	13	0	62	54	110	26	2	11	0	25	0	21	18	33	122	0	416
CXHXorf40A	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXHXorf40B	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXHXorf56	1101	1343	920	2629	2348	1911	657	3315	1519	1698	2786	2087	3599	1558	4310	1629	3458	2748	6389	10097	6216	2769	1481	960
CXHXorf57	3769	0	0	1	0	0	114	1	0	65	26	56	0	0	0	0	0	0	0	0	0	0	0	0
CXHXorf58	1388	33	0	23	0	245	0	0	0	50	60	27	15	0	14	65	18	0	0	5	2	1	50	0
CXHXorf65	739	0	0	0	0	0	0	0	0	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0
CXHXorf66	1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXHXorf67	3067	1087	0	1950	3096	923	478	1075	0	22	67	30	3754	3349	3895	3027	4118	2314	1772	2597	1915	103	175	43
CXXC1	2489	1899	3	3298	1308	2423	968	10	0	54	48	81	1584	1752	3174	2701	3536	3469	2060	2301	425	530	2547	309
CXXC4	8261	0	0	0	0	0	4	6	0	41	8	15	5	16	0	2	4	5	23	1	8	12	42	8
CXXC5	6987	765	97	0	38	3	0	0	0	95	80	188	0	0	0	0	66	227	0	0	134	251	143	0
CYB561	2996	42	0	0	0	302	63	0	0	2	4	3	305	0	71	0	1	224	6	165	0	47	0	0
CYB561A3	2596	5044	4227	10780	10197	9130	6659	6773	10311	155	80	107	9728	8157	12641	9410	16675	15176	9184	23414	4307	4347	1439	4532
CYB561D1	7835	3	0	291	0	419	0	1098	0	34	21	34	373	281	433	211	177	202	333	1084	689	7	26	234
CYB561D2	1582	714	1	1759	1918	512	330	1460	1075	230	133	217	1590	379	884	737	304	576	424	1422	249	1	34	0
CYB5A	2105	2	490	149	485	192	480	614	427	726	731	423	140	109	582	229	192	51	447	336	244	658	240	411
CYB5B	909	7619	3905	9328	12747	5098	7964	8970	9802	4375	6393	4309	9509	16036	9885	12489	7972	14251	11432	43028	18910	29550	7854	2204
CYB5D1	3450	0	0	308	0	0	0	0	0	50	116	74	0	0	41	0	45	0	1	0	0	107	0	78
CYB5D2	3069	0	0	146	382	0	284	655	0	172	209	316	0	0	300	352	347	0	215	226	0	0	633	471
CYB5R1	1842	744	0	1575	493	681	1247	2271	1051	81	59	175	1466	755	983	1	259	264	640	794	691	12	0	0
CYB5R2	2892	0	0	0	0	0	0	0	0	7	2	25	0	0	0	0	0	0	0	0	0	0	0	0
CYB5R3	5455	1512	712	2155	2748	1756	1115	1428	2220	116	72	340	857	897	1546	815	1428	787	1359	2767	2320	1592	496	4
CYB5R4	2186	74	261	331	1	80	160	125	0	364	300	448	110	55	16	0	47	0	3	199	8	31	10	12
CYB5RL	4630	0	0	0	0	0	0	46	0	12	0	13	0	0	223	0	7	0	0	4	281	0	0	0
CYBA	713	132	0	246	0	406	0	358	224	21	38	93	63	2	50	0	0	0	0	0	0	0	0	0
CYBB	3140	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0
CYBC1	3463	1105	1078	1957	3195	534	1568	691	1	142	199	361	1121	411	372	1048	762	0	429	419	270	376	0	0
CYBRD1	4420	31	0	79	0	27	157	8	0	222	84	128	660	117	65	1	185	0	93	71	568	23	203	1
CYC1	1492	4933	4012	8310	2866	8131	2553	3699	2339	1020	742	1926	3217	1732	1774	392	1007	782	612	1292	1613	772	4360	1450
CYCS	1454	2850	1539	2482	1458	1669	342	1312	580	10415	14871	8693	521	685	446	233	198	333	179	498	325	35	280	353
CYCT	854	3	0	64	0	163	79	0	63	207	620	189	0	0	0	125	25	28	0	0	109	64	0	67
CYFIP1	4477	293	1936	1934	249	12	0	246	0	813	740	944	792	287	91	747	486	111	426	368	891	284	533	279
CYFIP2	6231	278	1251	1506	974	1592	568	723	1341	229	158	101	3805	1591	3762	1627	4528	1653	5178	3163	4123	1432	939	648
CYGB	1999	0	0	0	0	0	0	222	0	13	3	4	0	0	0	0	0	0	0	0	0	0	0	0
CYHR1	3207	1218	1994	1951	2532	1542	2444	2568	2196	184	177	197	2763	2154	4439	2971	3886	4456	3836	11593	4578	4320	4192	2348
CYLC1	2146	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0
CYLC2	1923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYLD	8476	782	0	64	374	0	0	0	0	1052	1196	925	0	22	0	0	206	0	0	312	15	83	6	0
CYM	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP11A1	1846	1087	799	422	0	0	0	659	0	669	561	1656	251	0	474	125	135	0	0	0	12	308	1057	56
CYP11B1	4146	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0
CYP17A1	1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP19A1	5178	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	118	0	0	0	0	0	0
CYP1A1	2658	859	0	65	0	649	774	0	0	84	19	22	1	0	0	0	344	0	281	496	0	0	0	0
CYP1A2	2191	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP1B1	2238	1022	1263	767	0	1	0	0	0	57	14	28	110	0	1	18	191	448	0	0	85	0	0	0
CYP20A1	2006	182	0	33	58	290	0	367	840	787	642	729	0	0	5	0	7	0	49	38	40	258	42	24
CYP21	2534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP24A1	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP26A1	1744	1220	159	182	648	312	132	83	0	149	391	113	686	414	400	371	290	321	273	982	295	356	248	951
CYP26B1	7677	0	295	93	0	4	0	0	0	21	10	10	0	415	228	217	251	92	0	196	0	15	0	93
CYP26C1	1904	147	0	44	1	410	138	289	425	7	8	8	0	326	0	65	0	165	0	61	0	90	0	182
CYP27A1	1809	0	0	575	0	1	0	0	0	26	21	150	0	0	0	0	0	0	0	0	0	0	0	0
CYP27B1	2734	238	0	378	0	0	0	1	0	3	26	4	0	1	0	0	0	0	120	287	10	0	0	0
CYP27C1	2364	0	0	0	0	0	0	0	0	8	3	2	0	0	0	0	0	0	0	0	0	0	0	0
CYP2B6	2515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP2C18	1874	0	0	0	0	0	0	10	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0
CYP2C19	2674	0	0	0	0	40	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CYP2C87	2127	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
CYP2D14	4151	317	0	135	336	177	651	379	1	23	7	34	28	39	272	90	289	209	8	27	78	0	0	0
CYP2E1	1910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP2J2	2257	0	0	5	0	0	0	0	0	198	154	75	0	0	23	380	180	38	407	235	237	0	0	13
CYP2R1	4192	29	0	0	0	0	0	0	249	151	195	55	0	0	33	0	0	0	6	10	0	0	0	0
CYP2S1	2957	52	0	169	0	208	428	1	0	14	17	11	312	0	172	2	52	0	119	196	0	0	0	0
CYP2U1	4680	0	0	19	0	0	0	0	1	39	21	84	4	0	48	0	161	58	7	238	0	0	0	0
CYP39A1	3518	0	804	4	0	0	0	0	0	90	122	136	0	0	15	0	28	0	0	0	0	48	0	0
CYP3A24	2042	0	0	0	0	0	0	0	0	29	5	67	0	0	0	0	0	0	0	0	0	0	0	0
CYP3A4	2741	0	134	0	0	0	0	0	0	34	38	35	0	0	1	0	0	0	96	0	0	0	0	0
CYP3A5	3923	0	1	0	0	0	0	0	0	6	10	8	0	0	1	0	0	0	0	0	0	0	0	0
CYP46A1	2190	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4A11	2094	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CYP4A22	2661	449	462	39	0	1	0	278	0	105	76	19	0	0	0	0	1	0	1	0	176	149	0	0
CYP4B1	1772	0	810	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	806	0
CYP4F2	4309	0	0	0	0	0	0	0	0	1	1	12	0	0	188	0	0	0	0	0	0	0	0	0
CYP4V2	4455	0	0	0	0	0	0	0	0	43	59	124	0	0	0	0	0	0	0	0	81	7	0	0
CYP51A1	2777	261	935	146	0	2	22	3	0	528	434	1154	5	36	102	0	107	0	0	70	17	350	9	0
CYP7A1	2667	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CYP7B1	7121	0	0	0	0	0	0	0	0	7	15	29	0	0	0	0	0	0	0	0	0	0	0	0
CYP8B1	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYR61	2009	1	1	390	0	0	430	0	0	123	76	476	30	0	2	0	546	704	506	1044	0	0	0	0
CYREN	1555	7	26	110	1	30	443	597	44	91	62	197	1119	793	1012	224	1053	458	1315	2892	864	497	106	756
CYS1	2465	0	0	0	0	0	0	0	0	6	2	18	0	0	0	0	0	0	0	0	0	0	0	0
CYSLTR1	3419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYSLTR2	2468	0	0	14	0	0	0	0	0	228	116	77	0	0	0	0	0	0	0	0	0	0	0	0
CYSRT1	710	0	0	35	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CYSTM1	811	406	154	938	674	174	371	676	370	602	435	969	540	838	539	153	284	279	334	689	747	337	80	11
CYTB	1140	11397	17377	8839	14794	5273	9434	3940	5222	47787	61944	44339	4313	4701	6173	8665	7375	12080	8621	40667	8359	16923	7071	16910
CYTH1	3641	12	0	125	240	382	0	312	64	114	62	113	240	19	41	365	487	422	343	561	544	40	351	45
CYTH2	1792	2903	2485	4724	3314	6131	3711	6027	5759	323	301	366	3642	3986	5132	5785	4324	7741	5040	13503	2488	1917	2606	1761
CYTH3	4367	1684	1154	949	685	127	316	237	297	269	211	150	1050	536	1338	454	1359	366	1111	2155	1312	1526	1152	77
CYTH4	3360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTIP	5197	0	0	0	0	0	0	0	0	4	1	12	0	0	0	0	0	0	0	0	0	0	0	0
CYTL1	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYYR1	5662	373	0	213	0	3	0	0	0	130	161	343	0	0	0	0	3	0	0	0	0	0	0	0
D2HGDH	3360	0	0	370	0	519	0	0	0	4	2	14	0	0	0	369	0	214	184	0	0	4	0	0
DAAM1	5981	893	0	452	634	175	171	290	604	1441	1393	889	565	1	306	180	288	79	275	229	293	160	1312	278
DAAM2	5473	0	0	124	6	0	351	0	245	12	8	60	185	671	150	215	137	53	306	192	238	175	636	84
DAB1	5794	0	0	53	1	127	115	8	56	80	71	31	65	0	99	3	29	225	97	78	557	53	6	33
DAB2	4769	397	0	329	38	354	48	1	693	500	554	373	6	28	42	49	115	20	84	151	75	699	39	1
DAB2IP	9291	388	904	550	112	2032	1308	3487	593	39	28	24	3833	2268	3302	2053	3911	1357	2693	2886	1970	659	1299	323
DACH1	5131	0	0	0	0	0	0	0	0	98	81	226	0	0	0	0	0	0	0	0	0	0	0	0
DACH2	2159	0	0	0	0	0	0	0	0	8	9	8	0	0	2	1	0	0	0	173	0	0	0	3
DACT1	3781	183	0	0	0	0	0	0	0	38	12	61	0	0	0	0	0	0	0	0	0	0	0	0
DACT2	2758	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
DACT3	2794	0	0	2	0	0	0	0	0	9	6	13	0	1	0	42	107	0	0	47	23	12	0	0
DAD1	1526	4628	5776	9893	9608	8225	6530	6230	4685	4093	7684	5393	5606	7010	2877	2680	2506	3427	1725	3357	4635	3731	2106	721
DAG1	6082	1418	1463	1158	489	940	0	86	565	289	182	884	310	1027	2019	1832	1727	1681	2179	2932	943	171	2265	82
DAGLA	8521	0	0	65	483	1	0	12	0	2	2	0	0	94	148	127	146	413	211	225	42	324	6	67
DAGLB	4794	0	310	36	1	9	409	2	0	38	45	55	498	502	56	0	205	305	31	264	21	22	27	769
DALRD3	1923	401	0	427	56	0	0	0	0	32	37	51	171	0	211	0	0	0	0	0	0	0	0	0
DANCR	3211	143	60	78	91	0	111	25	782	117	158	214	48	361	35	0	13	140	0	11	0	0	146	78
DAO	3884	0	0	0	0	0	0	0	676	6	1	3	0	208	513	0	221	0	0	172	413	0	0	0
DAP	2322	0	0	324	1	430	0	1090	210	320	190	709	233	23	646	385	184	323	511	260	1009	131	176	22
DAP3	3610	293	249	1163	2	465	424	82	618	1023	961	847	755	619	456	236	317	650	615	1158	371	102	1161	80
DAPK1	6086	1	0	0	0	0	16	192	315	60	50	120	0	3	2	0	0	0	1	0	237	40	0	0
DAPK2	5227	0	0	0	0	0	0	0	0	3	16	28	0	0	0	0	0	0	0	0	0	0	0	0
DAPK3	3579	211	134	1668	601	420	32	370	259	178	98	152	755	1872	1871	2191	2128	4532	1911	1622	2122	1489	2951	2876
DAPL1	745	2	0	0	0	10	41	0	0	14	29	23	0	0	0	0	0	0	0	0	45	0	0	0
DAPP1	4980	0	0	0	0	0	0	0	0	207	180	805	0	0	0	0	0	0	0	0	0	0	0	0
DARS	1821	784	625	324	4	24	0	0	1	1987	1773	2981	3	8	0	1	223	19	4	18	4	52	703	648
DARS2	3592	381	1417	0	0	0	0	210	0	208	172	122	0	23	0	0	114	0	1	160	0	0	0	0
