name	length	Morula_SRR17972742_Rep1_R1	Morula_SRR17972743_Rep1_R1	Morula_SRR17972744_Rep1_R1	Morula_SRR17972745_Rep1_R1	Morula_SRR17972746_Rep1_R1	Morula_SRR17972747_Rep1_R1	Morula_SRR17972748_Rep1_R1	Morula_SRR17972749_Rep1_R1	Morula_SRR17972750_Rep1_R1	Morula_SRR17972751_Rep1_R1	Morula_SRR17972752_Rep1_R1	Morula_SRR17972753_Rep1_R1	Morula_SRR17972754_Rep1_R1	Morula_SRR17972755_Rep1_R1	Morula_SRR17972756_Rep1_R1	Morula_SRR17972757_Rep1_R1	Morula_SRR17972786_Rep1_R1	Morula_SRR17972787_Rep1_R1	Morula_SRR17972788_Rep1_R1	Morula_SRR17972789_Rep1_R1	Morula_SRR17972817_Rep1_R1	Morula_SRR17972818_Rep1_R1	Morula_SRR17972819_Rep1_R1
EMG1	1344	10809	5215	8748	2964	13447	3634	7095	6838	8235	2433	6049	13633	5590	4936	3004	863	6518	6794	8568	6819	1702	2036	1647
EMID1	2184	0	0	0	8	58	0	1	0	0	0	24	0	59	0	0	0	0	1	1	153	2	1	1
EMILIN1	3940	0	0	0	4	0	0	0	10	0	0	0	0	13	0	0	0	0	0	0	0	0	5	1
EMILIN2	4061	0	0	25	10	12	15	26	0	197	0	165	1	68	66	64	0	0	0	70	0	4	2	21
EMILIN3	3688	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
EML1	4241	0	0	0	0	0	0	0	0	23	0	6	12	0	0	1	0	0	98	0	0	4	5	6
EML2	2979	0	0	583	23	13	29	20	0	429	0	347	359	319	3	3	33	0	345	496	16	25	21	34
EML3	4671	115	0	0	0	257	0	0	0	0	0	10	0	0	0	0	0	0	39	65	0	1	4	5
EML4	6723	636	307	257	147	224	47	196	1	50	56	370	11	184	133	762	101	243	27	669	461	967	1259	1227
EML5	9195	0	0	0	3	0	1	0	0	23	0	0	0	0	11	0	0	3	1	23	0	143	166	147
EML6	9201	0	0	0	11	0	0	0	0	3	0	0	3	0	16	25	0	126	12	8	0	14	23	23
EMP1	2846	0	0	0	0	0	0	0	0	12	0	0	0	2	5	0	0	0	0	4	0	2	17	17
EMP2	4003	90	24	367	162	194	58	271	153	113	117	29	22	28	0	1	0	0	80	318	0	95	166	128
EMP3	965	0	1	0	20	86	0	0	0	22	0	0	0	0	0	1	0	191	5	37	72	10	25	11
EMSY	7136	18	2	0	43	0	5	0	0	173	34	63	0	0	0	2	1	1	0	31	0	135	187	181
EMX1	1418	151	0	0	0	0	0	0	0	0	0	37	0	29	0	0	0	98	0	26	0	0	0	1
EMX2	2421	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	3	3
EN1	5594	0	1	0	0	41	0	0	0	5	0	2	0	0	7	0	0	5	0	0	0	0	2	6
EN2	2672	51	0	0	0	0	0	0	0	14	0	20	17	25	2	1	23	8	0	0	0	21	12	15
ENAH	8688	93	603	265	252	97	12	150	19	191	8	89	46	58	159	102	1	34	210	252	0	1619	2555	1558
ENAM	8128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENC1	4464	611	11	148	97	558	18	274	0	1209	49	1155	170	114	1	12	0	7	193	793	0	96	140	114
ENDOD1	4556	0	0	0	38	0	2	0	0	105	0	0	0	17	0	15	0	148	142	150	0	22	66	24
ENDOG	1181	3272	1682	2055	592	1719	192	316	558	452	513	634	521	362	248	638	102	1473	2054	3694	1147	113	164	339
ENDOU	2381	25	43	2	69	0	40	471	0	4	95	18	24	0	50	60	3	0	7	54	0	112	162	165
ENDOV	14948	55	128	340	98	126	136	420	671	725	8	663	86	355	149	4	12	200	321	447	1224	73	89	73
ENG	2752	2	31	65	12	252	5	368	0	166	0	727	589	199	1	0	373	25	47	175	1	4	36	20
ENGASE	2676	327	401	269	108	111	7	0	27	23	0	0	10	32	0	0	0	5	433	427	4	16	37	65
ENHO	964	1417	1890	1856	1130	2868	1374	1924	1206	1954	987	549	2403	875	959	1289	90	1112	1887	1008	3817	291	331	421
ENKD1	1521	457	323	366	158	246	85	151	354	309	226	527	662	272	2	1	1	413	299	352	0	12	31	42
ENKUR	1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	6
ENO1	1790	9203	1484	2136	997	4268	696	949	2418	1526	217	1063	1490	855	1273	519	45	6633	6420	12046	1413	683	1108	993
ENO2	2225	0	0	266	0	0	0	32	0	15	0	159	0	0	33	0	7	0	1	4	0	0	0	0
ENO3	1706	433	30	241	211	482	11	3	539	335	1	141	281	46	107	702	13	3	159	846	19	42	46	99
ENO4	5846	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	2	0	0	10	0	7	15	16
ENOPH1	2336	191	0	373	128	41	0	3	0	132	0	18	0	16	6	5	0	526	259	87	0	145	146	176
ENOSF1	2479	38	5	364	89	0	0	214	0	139	0	247	116	4	157	1	0	0	266	62	0	121	133	107
ENOX1	3583	9	0	258	13	78	156	99	0	171	0	9	8	188	0	74	0	183	1	289	1	85	167	103
ENOX2	3979	4	6	17	158	116	119	10	41	166	29	85	20	69	0	39	0	15	77	119	77	562	354	300
ENPEP	3740	380	576	468	274	297	76	353	23	398	13	79	9	74	52	204	17	3737	118	408	9	3056	5303	2831
ENPP1	6399	3	111	280	88	42	5	65	6	20	3	119	157	21	44	4	3	559	226	101	0	258	655	338
ENPP2	4048	135	112	29	56	22	0	11	153	69	61	68	11	163	89	86	1	127	0	233	0	153	77	82
ENPP3	2735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	83	51	61
ENPP4	4706	18	0	24	3	0	0	0	0	3	0	2	0	8	7	0	0	63	0	372	0	123	93	67
ENPP5	3872	36	0	1	3	2	0	0	0	0	0	153	0	0	16	1	0	0	0	83	0	40	31	9
ENPP6	6964	0	0	103	25	111	0	0	0	58	0	7	0	0	0	0	0	0	0	637	0	86	78	99
ENPP7	2256	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSA	3526	60	22	941	206	1480	623	916	314	905	253	3826	198	1092	44	230	26	699	680	858	883	213	307	377
ENTHD1	3022	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	13	8	18
ENTPD1	6911	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	9	15	5
ENTPD2	1890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	1	1
ENTPD3	3009	0	156	0	51	0	0	16	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	5
ENTPD4	7051	322	260	1019	251	1351	89	2489	258	1022	0	1102	5	745	200	770	24	20	447	1143	0	563	480	605
ENTPD5	5709	1	486	620	140	4	1	25	3	279	2	144	26	147	20	0	14	347	362	70	0	174	195	169
ENTPD6	2830	1389	337	383	417	198	355	172	254	1332	344	2828	471	978	38	11	18	574	576	1510	2267	69	84	128
ENTPD7	8737	9	4	0	6	260	0	446	0	34	0	1	45	29	4	0	0	0	0	166	0	85	61	101
ENTPD8	3587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTR1	2605	569	501	315	208	680	0	189	375	714	5	374	2	369	316	508	2	497	476	400	0	112	123	180
ENY2	3223	521	1128	841	757	773	727	1592	662	732	107	511	361	688	779	588	261	1023	2207	934	1443	5359	5413	5122
EOGT	4430	0	0	57	0	0	2	0	0	1	0	4	1	75	0	0	0	0	0	0	0	45	82	50
EOMES	3277	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	1	0	0
EP300	8746	809	504	708	566	341	83	1402	227	638	46	650	106	489	400	175	22	1968	529	1517	572	1264	1776	1539
EP400	12443	0	24	14	32	47	53	4	129	35	1	66	16	27	0	75	4	12	89	45	0	134	167	130
EPAS1	2888	12	34	139	0	552	3	550	6	648	83	1310	41	598	91	13	3	1157	2	44	0	0	2	6
EPB41	6669	299	149	22	70	202	7	679	0	114	0	562	11	404	8	101	0	920	9	655	0	116	241	377
EPB41L1	13395	201	532	739	505	781	219	880	590	352	157	534	502	319	503	170	236	272	599	635	185	998	1143	1075
EPB41L2	4945	6	8	4	35	156	34	42	1	134	0	157	19	124	6	9	0	83	88	31	0	237	297	382
EPB41L3	5828	0	147	0	5	0	0	49	16	0	18	120	0	0	0	0	3	20	13	30	0	44	66	88
EPB41L4A	4443	137	46	259	39	85	39	186	4	111	52	78	141	147	277	8	7	87	105	36	0	220	357	287
EPB41L4B	7672	9	0	19	1	56	2	2	1	114	0	352	26	260	5	114	85	9	20	11	0	49	90	162
EPB41L5	7997	192	172	103	104	0	153	1	4	25	2	189	96	50	92	2	6	235	55	167	260	413	557	387
EPB42	2653	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	40	0	0	0	0	3	9	0
EPC1	4981	159	264	135	265	270	106	459	205	454	28	351	89	172	209	292	42	508	46	426	6	261	291	374
EPC2	3903	26	3	0	27	39	0	1	11	8	0	3	1	0	22	12	21	3	5	42	0	222	229	234
EPCAM	1581	2549	134	1530	332	1484	420	116	481	133	1	66	185	119	92	415	95	2111	180	3407	3	865	1913	2861
EPDR1	2487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPG5	13254	5	394	17	135	4	16	124	1	8	239	111	234	74	299	19	18	28	188	424	143	1103	1020	818
EPGN	959	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	27	31	19
EPHA10	3027	0	0	0	45	0	0	0	0	21	27	48	0	67	0	0	2	63	0	0	0	0	2	2
EPHA1	3375	609	262	172	173	443	107	0	0	96	0	20	186	50	19	1	2	943	195	1006	1091	58	68	50
EPHA2	3803	126	0	852	14	456	1	39	2	427	284	1044	13	259	2	1	1	6	0	508	1	0	2	0
EPHA3	3092	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0
EPHA4	1825	13	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	16	0	4	2	0
EPHA5	11706	0	0	0	0	50	0	102	0	0	0	9	0	0	0	0	3	1	0	0	0	51	80	31
EPHA6	9156	11	0	43	0	0	0	29	0	40	0	34	0	30	0	0	0	0	0	0	0	2	2	2
EPHA7	8009	72	0	0	13	0	0	0	1	0	0	0	0	2	0	4	2	0	0	3	0	52	90	48
EPHA8	4669	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EPHB1	4274	0	0	0	0	0	0	18	0	75	0	0	0	3	0	0	1	0	0	20	0	1	5	6
EPHB2	4076	0	337	91	2	165	0	13	0	49	0	10	0	26	0	1	0	0	82	145	0	9	14	3
EPHB3	3759	0	0	210	69	271	0	0	0	177	0	0	0	5	3	0	0	14	7	2	1	3	5	8
EPHB4	4309	14	1	79	24	424	5	0	0	164	41	150	247	24	0	0	0	0	1	99	781	0	6	11
EPHB6	3579	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	7
EPHX1	2206	10	71	95	18	204	1	0	0	109	0	58	171	23	0	15	0	10	0	298	0	22	21	22
EPHX2	2175	258	0	0	84	707	171	146	0	174	98	224	401	126	26	1	0	461	458	393	0	202	331	218
EPHX3	3137	436	2	1301	115	1084	290	428	27	384	236	379	178	94	2	96	1	892	230	330	0	60	64	19
EPHX4	1595	0	0	0	0	0	0	0	0	48	0	62	0	9	0	244	0	195	0	0	0	18	28	16
EPM2A	3153	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	11	0	0	4	8	10
EPM2AIP1	7799	502	183	203	220	201	54	52	97	226	111	95	124	94	40	84	13	1333	370	790	10	682	685	703
EPN1	2703	1315	684	1229	182	3076	424	554	183	1605	285	1795	228	562	63	28	20	807	562	1765	688	17	39	76
EPN2	5064	1447	133	1160	261	1518	178	616	849	598	0	756	289	436	75	11	3	496	295	1362	0	145	203	298
EPN3	4787	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0
EPO	1916	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPOP	3169	291	110	36	26	33	4	50	22	174	1	89	194	74	2	31	0	6	38	141	35	24	19	19
EPOR	1742	1	0	0	9	20	0	14	0	24	25	84	0	85	0	0	0	0	0	27	0	1	0	0
EPPK1	15302	664	53	2	61	1	0	131	0	130	0	3	17	45	0	14	2	448	2	261	1	5	12	17
EPRS	4866	5	1275	63	313	809	44	706	15	44	31	48	155	45	113	41	35	711	81	424	0	1435	2277	2072
EPS15	5353	469	462	741	119	383	8	307	0	173	139	189	87	45	125	7	16	801	209	952	9	710	908	816
EPS15L1	5828	550	135	28	151	112	147	20	87	197	22	251	144	63	172	11	1	1015	397	104	448	250	266	305
EPS8	4179	3	0	0	22	0	0	0	0	16	0	2	0	37	0	0	0	0	0	0	53	70	46	82
EPS8L1	3375	112	0	83	3	327	0	195	64	95	1	347	2	218	1	233	0	111	46	156	0	6	4	20
EPS8L2	3585	11	1	7	1	41	0	288	6	45	8	33	3	51	1	0	2	0	11	236	0	1	4	5
EPS8L3	2521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPSTI1	1740	49	2	127	40	158	0	227	83	177	25	126	127	176	282	90	59	117	123	214	212	239	319	356
EPYC	1564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EQTN	1987	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	8
ERAL1	1842	1698	649	1408	441	2041	392	1157	2113	2398	519	3012	1755	1358	208	24	42	1867	1320	3987	43	262	225	245
ERAP1	3481	89	35	0	84	5	33	1	0	0	0	2	0	10	0	2	0	201	34	69	0	175	152	88
ERAP2	5018	0	0	0	2	0	8	0	0	0	0	0	0	0	0	22	0	0	0	0	0	11	9	1
ERAS	1296	0	0	128	33	24	0	0	0	2	0	31	29	1	0	0	0	6	0	0	0	8	16	30
ERBB2	4532	3258	227	1106	331	1030	129	1028	824	225	0	576	149	31	126	34	53	992	130	1712	386	34	91	56
ERBB3	5424	6	5	0	72	177	0	0	8	6	0	3	2	5	22	8	7	0	25	2	0	19	31	21
ERBB4	10647	0	0	0	0	1	0	0	154	31	0	27	43	34	1	1	0	2	0	127	0	21	5	11
ERBIN	6967	12	289	25	48	4	0	234	0	32	0	2	0	35	3	10	31	192	13	31	0	582	592	610
ERC1	8809	8	67	1	93	202	64	313	0	284	1	318	60	153	58	26	12	1	0	359	0	79	140	180
ERC2	6486	0	3	0	1	7	0	0	99	3	7	0	50	4	0	0	1	8	0	0	0	82	124	85
ERCC1	1374	229	718	535	213	573	249	191	364	304	259	222	617	389	1	0	1	200	408	822	939	62	44	98
ERCC2	2941	3938	1250	3964	813	5960	1043	2379	1632	1839	580	2312	514	1343	253	2	208	6565	2135	6530	1622	71	197	233
ERCC3	2936	297	673	0	10	1	5	0	239	14	0	264	40	134	8	39	9	89	239	244	0	393	365	489
ERCC4	6750	25	115	0	51	152	31	706	0	23	0	50	2	55	14	2	1	113	35	163	0	138	122	160
ERCC5	4076	85	265	8	96	686	1	0	824	90	41	70	121	256	25	8	1	1990	43	543	2	186	220	180
ERCC6	7396	302	15	5	88	0	0	791	0	77	5	18	0	20	52	0	1	251	7	95	0	198	287	252
ERCC6L2	7732	21	20	712	18	0	0	296	1	79	0	19	6	1	2	48	2	44	0	210	3	456	519	439
ERCC6L	4345	99	355	166	86	47	189	513	324	101	9	35	27	43	113	70	13	52	45	179	73	879	1445	1319
ERCC8	1463	236	52	295	66	270	1	181	0	48	462	122	347	148	49	0	21	50	478	105	1	1647	1396	1590
EREG	3374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERF	1757	227	120	95	64	172	154	101	113	190	71	402	195	227	20	49	8	145	31	190	0	3	1	8
ERFE	2704	3	3	0	0	169	0	0	0	0	1	11	0	20	0	0	0	0	43	0	0	1	0	3
ERG	3723	0	0	0	0	2	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	1	0
ERGIC1	2788	1444	333	1955	244	2084	220	395	125	585	149	778	57	502	150	8	0	1108	419	1208	360	105	143	143
ERGIC2	1650	4	262	137	19	116	0	282	1	75	0	47	6	6	12	629	26	276	84	225	0	2693	2748	2071
ERGIC3	1395	3292	830	2479	502	2639	381	410	1291	592	57	701	1667	875	274	316	30	281	1644	2559	755	502	584	621
ERH	747	5663	10291	8793	4888	8320	3530	7657	6448	9123	908	3256	2989	4055	2459	4767	397	4548	16080	5689	10604	12628	12531	11665
ERI1	2313	157	236	488	39	45	14	19	320	95	0	12	441	68	53	464	22	96	137	280	0	1061	1157	991
ERI2	2883	0	10	68	17	0	6	0	0	74	4	3	1	3	0	0	0	0	78	0	0	444	380	458
ERI3	1923	1957	801	1012	95	1824	41	493	458	628	134	636	191	228	260	522	11	328	688	460	0	85	132	221
ERICH1	1410	173	100	122	95	69	57	178	246	92	39	147	148	62	17	72	36	362	29	133	177	284	314	276
ERICH2	1145	0	0	0	14	61	0	0	0	45	0	29	0	2	0	0	0	0	118	0	0	86	157	77
ERICH3	7855	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	9
ERICH4	883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2
ERICH5	2999	1111	974	884	142	97	99	196	3	4	4	6	163	44	40	2	13	416	257	759	640	2746	2423	2062
ERICH6	2683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ERICH6B	2883	76	0	0	25	0	1	0	0	0	0	10	0	14	200	0	0	0	0	31	0	4	9	6
ERLEC1	2483	374	196	331	147	238	69	256	216	184	101	138	97	63	158	61	51	791	132	369	73	738	935	907
ERLIN1	3276	2	52	345	23	88	2	294	398	161	10	37	0	24	23	41	0	513	2	340	0	372	327	373
ERLIN2	5674	178	79	1003	90	281	1	408	0	272	0	107	15	117	5	3	2	276	130	325	2	204	286	146
ERMAP	3481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
ERMARD	4554	45	82	139	24	119	0	0	0	36	29	153	0	3	19	0	0	0	112	4	0	45	42	32
ERMN	1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4
ERMP1	5850	332	13	25	134	221	9	551	0	480	1	655	3	538	55	178	0	263	1	473	0	104	235	190
ERN1	8823	325	138	375	42	282	0	27	11	612	98	699	0	202	0	2	0	53	1	293	0	7	6	6
ERN2	2973	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ERO1A	4932	335	245	222	164	5	31	16	8	42	194	43	59	9	120	12	7	645	123	489	1	634	675	729
ERO1B	3363	132	37	5	82	47	3	179	8	13	2	28	14	25	6	200	8	122	23	329	0	288	442	221
ERP27	1768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ERP29	1235	2565	985	1191	570	376	486	582	352	817	514	1069	795	850	311	222	45	1174	970	2765	2	725	865	1137
ERP44	1533	117	1	22	69	19	76	143	13	154	12	65	105	0	59	12	1	645	288	458	1678	503	566	575
ERRFI1	3055	502	3	681	104	561	12	1161	279	744	276	4361	470	269	30	6	0	503	354	242	0	252	353	216
ESAM	1857	0	39	0	1	65	0	0	0	0	0	8	19	0	305	0	0	32	1	463	0	2	7	0
ESCO1	5286	0	358	52	6	6	14	25	0	31	19	121	423	8	0	3	1	29	71	40	0	1739	1888	1304
ESCO2	3370	269	150	27	87	7	8	1	40	11	3	22	85	35	31	1	2	591	5	176	0	1395	1286	1662
ESD	4578	456	288	661	20	231	2	132	4	120	20	30	31	236	3	362	4	153	205	333	5	1218	1151	1322
ESF1	3464	46	130	26	179	12	233	70	1	27	3	174	57	23	35	24	61	537	45	160	0	1361	1413	1210
ESM1	2064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPL1	6568	201	1350	369	238	4254	302	241	76	467	100	402	9	168	297	54	12	2570	701	2250	0	426	503	336
ESPN	3531	0	0	4	32	10	0	0	0	69	0	46	0	5	0	55	0	0	41	71	0	9	9	6
ESPNL	7150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
ESR1	6714	138	25	202	11	54	2	1089	0	83	0	206	2	40	0	0	0	0	0	114	0	14	28	71
ESR2	5279	0	74	3	6	1	0	313	0	1	0	166	0	197	1	0	0	0	0	39	0	39	23	22
ESRP1	3951	64	469	283	54	10	10	268	7	121	2	531	1	136	8	36	4	13	61	447	232	515	442	539
ESRP2	5394	1521	334	344	143	1177	24	5	0	883	104	297	153	157	2	420	5	2109	406	1876	1	195	269	281
ESRRA	2618	173	88	298	23	268	9	188	21	38	2	60	55	10	11	74	2	70	139	159	552	13	23	29
ESRRB	2050	24043	4192	15612	3002	15765	4121	6013	5891	10564	6253	25925	18123	10466	1588	5380	668	18780	9563	22220	6251	481	836	585
ESRRG	6064	461	63	6	65	168	20	276	0	118	35	670	46	330	18	64	7	3	42	498	0	438	431	612
ESS2	2674	401	285	198	88	99	237	510	1097	213	140	76	1194	135	162	332	64	42	165	358	2239	30	54	58
ESX1	1064	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	2	3	3
ESYT1	4363	675	4	540	127	413	37	20	598	630	18	600	129	240	48	51	1	978	12	898	0	56	78	92
ESYT2	5832	122	114	113	287	52	316	2	361	125	22	177	81	99	367	9	44	163	401	876	1	238	250	311
ESYT3	5477	1	5	1	0	111	0	5	0	498	0	31	30	154	1	0	0	0	84	50	0	119	144	79
ETAA1	3818	111	426	283	163	120	30	37	1527	93	23	94	135	83	56	708	1	52	59	171	0	654	1012	770
ETF1	3802	4072	3491	3557	1918	2948	1196	2646	1634	864	387	593	2248	341	1392	465	233	4026	1984	4425	4661	5823	6670	6026
ETFA	1381	505	222	403	217	96	24	165	2	211	36	125	9	98	45	75	9	690	573	739	0	1270	1139	1431
ETFB	1066	12686	9031	6932	2440	4228	1444	1717	2232	983	313	882	1221	713	203	810	179	7801	8991	8873	9596	1627	1941	1948
ETFBKMT	1735	30	0	171	15	0	27	0	0	0	0	92	0	88	18	0	2	1	0	125	0	113	191	87
ETFDH	3122	143	26	307	60	181	3	11	9	69	10	5	42	8	11	0	4	148	40	162	0	114	133	136
ETFRF1	1384	140	0	114	15	28	55	287	1	13	0	39	0	0	0	0	1	92	0	13	0	76	48	56
ETHE1	1004	19302	5024	12784	2611	11010	3480	3731	2692	3317	1012	1902	5332	1813	2316	1944	151	10116	7118	14463	4242	1922	2832	2366
ETNK1	6977	66	168	58	143	78	132	3	104	64	188	65	64	72	7	137	56	46	281	58	0	1478	1708	1262
ETNK2	2889	1	0	331	35	148	41	0	214	184	0	35	0	154	4	0	0	0	31	129	0	7	4	12
ETNPPL	2028	257	666	383	91	481	0	434	19	163	0	479	12	83	211	446	1	371	38	245	0	2602	2639	1967
ETS1	5364	191	31	5	28	0	49	0	17	9	0	5	4	92	1	1	11	0	1	21	0	76	43	56
ETS2	3440	2	88	88	52	29	29	1	0	236	32	224	24	82	72	87	38	177	14	80	0	46	77	56
ETV1	5848	0	1	16	0	0	0	0	0	0	0	44	3	53	54	8	3	14	0	34	0	32	19	31
ETV2	1115	221	38	61	107	396	251	54	0	72	19	45	153	26	45	76	7	57	190	73	0	44	82	83
ETV3	4580	174	190	253	143	584	146	151	90	142	251	388	960	345	187	296	5	245	44	303	497	179	277	265
ETV3L	1077	0	0	67	0	42	0	0	0	28	0	0	0	1	0	0	0	0	42	0	0	3	4	0
ETV4	3331	0	2	164	23	549	129	1	0	262	1	128	0	35	1	2	0	0	76	203	0	10	10	13
ETV5	4060	41	0	94	14	33	0	0	401	44	0	127	0	5	2	11	1	2	0	164	0	28	28	33
ETV6	5070	28	108	165	24	91	57	219	21	32	26	183	4	315	19	78	17	16	102	126	0	27	50	36
EVA1A	1979	0	0	0	0	0	0	0	0	26	0	5	0	0	0	0	0	0	0	2	0	31	67	34
EVA1B	1416	128	49	60	16	0	1	0	21	0	11	2	39	0	0	2	10	40	0	13	0	8	9	7
EVA1C	3035	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	86	0	0	11	19	6
EVC2	4977	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	4	3	2
EVC	5111	0	8	0	1	4	0	103	0	0	0	0	0	0	18	1	0	3	20	61	0	24	26	14
EVI2A	1523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	11	1	4
EVI2B	1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	8
EVI5	7103	108	40	23	48	25	0	12	627	122	31	57	29	20	45	0	71	695	187	477	0	857	1204	1068
EVI5L	3865	29	263	432	49	621	0	0	157	108	33	376	1	279	0	2	0	196	14	254	0	7	10	20
EVL	3484	401	136	350	216	429	87	130	60	293	92	273	370	79	109	90	9	88	161	360	1035	160	270	277
EVPL	6353	0	0	0	0	0	0	0	0	5	4	0	0	0	0	3	0	0	0	0	0	0	5	0
EVX1	1215	0	0	0	0	0	0	0	0	0	0	94	0	47	0	0	0	0	0	0	0	0	0	0
EVX2	1594	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	1	0	2	1	0
EWSR1	2424	273	149	328	81	4	1	41	1	124	6	136	1	65	26	20	8	44	100	403	184	760	915	1037
EXD1	5384	0	0	2	1	1	0	0	5	0	0	4	0	0	9	2	0	4	0	1	0	6	10	4
EXD2	5742	225	0	74	9	29	0	37	0	2	0	70	0	0	0	0	0	0	0	107	0	50	54	24
EXD3	7675	0	25	0	0	0	1	0	0	0	0	18	0	0	83	1	0	0	41	0	1	14	22	5
EXO1	6413	168	0	0	11	0	0	436	0	4	19	124	1	5	0	12	18	0	144	18	0	310	343	464
EXO5	2057	419	297	1494	54	748	36	140	0	255	321	646	166	184	3	0	0	766	139	184	1	627	441	619
EXOC1	4993	44	28	1	61	64	47	5	334	12	2	4	48	52	78	31	7	70	39	99	0	729	1055	869
EXOC1L	936	0	0	5	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	6	3	11
EXOC2	5340	1369	500	460	232	117	77	9	15	437	3	239	161	194	80	17	7	94	566	1169	945	186	274	256
EXOC3	3849	269	148	931	212	714	1	0	0	318	143	740	188	306	0	392	44	2166	911	908	1	121	217	227
EXOC3L1	2815	66	0	102	0	1	0	13	1	15	22	169	101	40	56	0	0	0	0	275	0	5	2	2
EXOC3L2	4867	649	0	465	0	803	0	462	0	271	1	184	64	148	0	37	0	316	127	383	0	12	13	41
EXOC3L4	2707	566	271	1090	144	1786	0	488	1352	464	61	156	60	372	306	35	76	762	289	481	0	20	209	20
EXOC4	4341	114	0	2	82	30	235	21	43	274	45	347	72	171	3	70	0	24	2	196	0	117	183	180
EXOC5	10152	1	158	605	45	226	28	279	428	153	4	16	78	49	63	180	32	102	2	377	0	943	1004	989
EXOC6	4067	0	12	0	12	11	0	2	0	14	4	92	11	0	21	3	3	13	16	22	1	326	227	266
EXOC6B	6210	0	12	8	31	0	14	0	0	30	50	0	0	2	138	3	6	0	0	50	0	113	202	109
EXOC7	5016	567	158	1	89	731	0	0	0	89	5	280	0	4	257	346	2	1080	89	559	3	51	97	62
EXOC8	2465	1	0	53	6	0	0	0	0	30	0	155	0	3	110	0	0	34	1	0	0	90	115	102
EXOG	7073	835	564	1294	148	60	43	64	0	217	10	216	232	93	0	1	0	9	7	357	1	204	208	232
