name	length	Blastocyst_SRR17972766_Rep1_R1	Blastocyst_SRR17972767_Rep1_R1	Blastocyst_SRR17972768_Rep1_R1	Blastocyst_SRR17972769_Rep1_R1	Blastocyst_SRR17972770_Rep1_R1	Blastocyst_SRR17972771_Rep1_R1	Blastocyst_SRR17972772_Rep1_R1	Blastocyst_SRR17972773_Rep1_R1	Blastocyst_SRR17972774_Rep1_R1	Blastocyst_SRR17972775_Rep1_R1	Blastocyst_SRR17972776_Rep1_R1	Blastocyst_SRR17972777_Rep1_R1	Blastocyst_SRR17972778_Rep1_R1	Blastocyst_SRR17972779_Rep1_R1	Blastocyst_SRR17972780_Rep1_R1	Blastocyst_SRR17972781_Rep1_R1	Blastocyst_SRR17972782_Rep1_R1	Blastocyst_SRR17972783_Rep1_R1	Blastocyst_SRR17972784_Rep1_R1	Blastocyst_SRR17972785_Rep1_R1	Blastocyst_SRR17972814_Rep1_R1	Blastocyst_SRR17972815_Rep1_R1	Blastocyst_SRR17972816_Rep1_R1
FAM53B	5401	0	86	46	42	56	6	77	2	0	53	5	0	0	0	30	0	0	4	0	11	21	39	31
FAM53C	4356	439	648	323	235	64	289	163	272	522	134	378	238	64	43	890	362	29	218	2	141	156	146	89
FAM55A	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
FAM57A	2873	257	91	1	3	0	70	0	10	5	0	0	0	116	27	0	0	2	0	0	0	61	59	39
FAM57B	2282	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	2	1
FAM69A	2534	0	0	29	31	4	5	23	0	0	0	0	0	0	0	17	9	1	5	0	59	62	42	33
FAM69B	2204	1	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
FAM69C	1708	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	6	3	0
FAM71A	2224	0	0	0	0	0	0	0	0	0	2	0	14	0	0	0	0	0	8	0	0	0	1	2
FAM71B	2059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM71C	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM71D	2692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
FAM71E1	898	10	74	141	78	106	91	2	37	1	38	0	15	39	0	0	55	0	0	0	1	17	28	5
FAM71E2	3592	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	2	0
FAM71F1	2212	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0
FAM71F2	1544	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	107	0	0	0	2	7	2
FAM72A	2829	4	1	31	46	0	7	0	61	0	2	26	0	0	0	37	0	74	2	0	1	179	200	139
FAM76A	1589	231	89	10	49	7	128	62	325	87	89	11	125	161	24	0	4	11	1	0	8	30	32	25
FAM76B	3651	53	20	15	10	131	47	19	25	38	10	22	13	62	4	126	12	34	23	1	5	279	236	138
FAM78A	4028	0	0	0	0	0	4	1	0	0	0	0	0	0	28	53	0	2	7	0	0	2	6	2
FAM78B	4447	8	0	11	5	10	8	38	2	0	0	5	0	0	0	0	0	0	0	0	6	2	3	1
FAM81A	3422	81	48	392	76	5	129	188	13	3	8	2	180	4	32	218	4	38	12	0	1	139	88	83
FAM81B	1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
FAM83A	4316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0
FAM83B	3766	2	8	5	45	0	0	0	0	1	0	0	5	3	108	0	0	19	0	0	5	57	46	11
FAM83C	3756	17	73	0	192	0	1	0	1	90	0	0	0	0	0	0	0	0	3	0	1	26	26	24
FAM83D	2229	538	877	1233	663	177	482	124	752	373	530	158	463	374	465	227	383	413	435	111	338	689	685	376
FAM83E	3965	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3
FAM83F	3138	321	208	169	231	551	208	269	174	193	0	0	19	0	0	5	30	96	0	0	7	77	50	47
FAM83G	5184	421	127	220	336	383	268	232	256	3	230	0	175	0	236	340	0	79	61	0	31	37	42	13
FAM83H	7866	59	88	90	74	84	149	98	115	12	93	99	54	118	31	91	87	15	69	0	1	9	14	10
FAM84A	4520	3	103	2	27	14	13	163	23	0	47	0	146	6	25	39	43	29	11	1	6	31	27	12
FAM84B	5258	493	76	163	128	113	64	12	207	24	41	49	76	458	31	167	60	164	221	19	124	898	798	448
FAM89A	1403	449	79	70	288	81	480	411	56	9	35	111	67	0	1	0	1	1	15	0	0	96	80	46
FAM89B	1260	477	762	481	527	434	652	282	742	521	284	228	242	75	203	0	274	186	96	1	91	106	56	66
FAM8A1	1391	0	23	20	80	19	51	1	3	0	110	23	1	0	3	17	40	0	0	0	0	44	19	29
FAM91A1	5666	120	322	593	196	590	622	45	63	56	29	82	339	318	142	90	153	220	176	68	105	1090	1029	471
FAM92A	1047	1	21	196	25	138	36	54	72	2	56	1	3	9	0	15	3	2	133	0	44	131	104	74
FAM92B	1211	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
FAM96A	1024	1430	815	3187	1710	826	1898	2845	1754	1114	2255	593	2037	358	787	370	710	322	772	2507	173	2470	2176	1479
FAM96B	1417	2764	2331	2421	2003	2300	1857	1648	1991	2049	1458	937	1494	749	435	1664	1037	1105	857	4	170	434	392	328
FAM98A	2714	305	282	150	240	364	262	169	285	141	116	235	128	60	173	325	17	66	125	2	66	384	306	190
FAM98B	1862	2	12	33	34	0	16	26	20	52	3	32	17	45	55	68	7	99	74	67	72	291	266	190
FAM98C	1307	315	86	102	124	113	108	132	361	156	95	0	85	0	0	163	49	0	48	0	6	31	26	14
FAN1	3924	111	128	200	144	5	190	186	174	0	7	13	0	472	41	2	9	0	9	0	2	42	37	35
FANCA	6508	4	103	12	174	33	116	8	6	1	4	0	0	0	7	0	17	2	8	0	8	69	64	45
FANCB	3417	0	0	0	0	16	10	0	0	0	7	0	0	0	0	0	0	18	0	0	0	4	3	2
FANCC	4067	783	14	22	201	6	200	155	258	1	35	0	20	0	160	0	0	66	22	0	0	63	92	46
FANCD2	5086	27	281	67	83	87	43	83	266	91	105	55	261	64	61	88	78	79	83	93	36	250	311	186
FANCD2OS	1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCE	2591	252	500	807	328	113	817	248	192	430	83	241	94	0	302	28	72	0	94	0	32	90	108	45
FANCF	1203	264	107	512	397	544	350	152	271	1	317	0	1	1	1	3	3	115	4	0	2	18	31	21
FANCG	4102	341	640	536	1117	2	640	845	863	3	293	2	121	116	30	71	58	12	32	0	14	160	152	94
FANCI	4763	23	359	140	165	152	153	133	119	95	67	51	187	11	101	42	38	179	135	1	26	184	239	164
FANCL	2022	11	18	78	63	26	25	136	2	35	26	0	2	1	21	310	0	7	10	0	6	43	43	42
FANCM	6503	4	3	0	74	0	15	2	1	0	70	0	0	209	0	11	7	13	19	123	37	138	166	81
FANK1	1692	0	17	2	0	80	0	0	42	9	0	48	0	0	85	231	49	41	12	0	15	8	2	31
FAP	3339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2
FAR1	4326	225	110	390	117	9	20	146	290	134	40	92	266	371	15	18	62	201	31	891	47	1086	873	577
FAR2	5190	3	1	18	51	0	43	131	77	0	0	135	0	41	0	298	0	12	0	0	3	38	33	19
FARP1	4663	306	375	622	78	58	227	79	98	33	228	3	17	0	240	115	10	37	17	0	13	168	211	104
FARP2	6986	97	171	169	144	107	301	4	297	0	24	0	35	0	107	0	0	0	2	0	25	28	45	22
FARS2	4658	965	549	844	727	149	978	74	248	360	335	26	949	286	89	30	38	170	108	5	28	124	79	95
FARSA	1828	1399	2613	1873	2718	2315	2980	1424	1187	639	1238	321	2204	2498	1317	925	395	100	336	141	194	170	164	139
FARSB	1909	366	674	387	833	486	445	385	711	645	278	132	365	126	437	171	360	74	39	15	93	323	269	193
FAS	2754	6	21	109	10	0	60	1	0	185	0	1	8	0	85	0	0	1	14	0	0	41	29	28
FASLG	4463	0	0	0	0	0	0	0	1	0	0	1	19	0	0	223	3	0	0	0	0	2	7	1
FASN	8295	3567	3935	3002	3650	1856	3496	1550	2113	460	1367	855	640	300	956	492	292	565	570	113	233	896	833	595
FASTK	1800	1566	1560	2419	1640	2289	2287	2383	1671	762	1103	1177	910	949	1557	1172	469	19	270	0	167	151	112	103
FASTKD1	5812	10	0	224	59	48	143	76	146	461	0	66	2	0	7	0	0	0	7	0	19	89	46	53
FASTKD2	2450	343	73	107	94	63	20	0	167	0	1	0	3	0	0	0	57	1	4	0	2	87	90	55
FASTKD3	3410	32	194	0	7	26	9	0	108	0	2	0	0	0	0	15	7	2	15	1	3	63	40	43
FASTKD5	2904	4	107	81	131	335	70	0	90	18	20	453	58	214	13	646	135	65	63	0	35	218	162	121
FAT1	17657	444	436	434	503	277	242	78	474	53	97	142	331	432	112	352	104	268	339	145	140	640	779	315
FAT2	14834	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	2	0	0	0	0	0	8	5
FAT3	22240	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	14
FAT4	19752	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5
FATE1	1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FAU	617	22418	19713	19960	19011	23324	22456	21518	25378	16109	16834	7697	14957	7036	10211	6760	8305	5970	6627	4557	5178	4582	3883	3810
FAXC	2068	172	104	259	90	1	154	300	54	0	131	0	179	10	0	0	198	71	3	0	3	56	51	51
FAXDC2	5099	133	205	160	209	161	200	191	370	127	91	54	78	371	361	317	295	249	113	34	137	919	920	518
FBF1	6725	134	201	109	15	153	134	0	167	374	0	117	278	0	89	76	144	0	49	0	0	16	34	4
FBH1	5545	1237	1159	1071	357	211	499	47	379	18	41	342	84	845	74	300	1	68	130	104	25	125	111	77
FBL	1142	1204	934	1235	980	850	950	769	827	566	400	359	419	235	711	329	784	412	416	441	461	852	736	678
FBLIM1	3254	606	226	279	293	97	165	367	44	683	144	0	97	646	273	4	170	0	0	0	4	36	57	18
FBLL1	4239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
FBLN1	2887	0	0	71	3	4	90	291	0	0	0	0	0	5	1	0	0	0	1	0	0	5	18	3
FBLN2	4273	1874	3202	1956	2566	1410	1449	703	1046	1037	427	602	826	551	641	320	204	356	551	0	219	989	880	803
FBLN5	2994	0	0	4	0	0	0	16	0	148	0	1	0	9	11	8	1	0	4	0	0	2	3	7
FBLN7	2223	0	0	53	0	0	10	0	0	0	0	0	0	0	0	0	2	2	0	0	0	4	7	9
FBN1	9862	0	48	0	74	0	0	119	0	0	0	5	27	17	142	0	0	0	0	0	0	41	46	22
FBN2	10279	0	45	0	0	0	0	0	2	0	10	0	16	0	19	10	0	0	2	0	0	9	10	8
FBN3	9884	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	9
FBP1	1253	0	90	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	7
FBP2	1281	0	0	18	13	0	0	34	1	107	0	49	51	0	0	0	0	0	17	0	0	10	10	5
FBRS	5268	27	51	25	67	111	87	49	52	31	62	61	3	64	95	124	42	4	127	0	42	55	50	55
FBRSL1	4863	53	216	108	115	142	87	255	52	50	106	29	225	197	94	161	54	59	14	0	8	148	145	92
FBXL12	2621	174	286	43	270	49	91	232	91	0	40	2	200	16	13	205	36	11	26	19	11	71	81	36
FBXL13	2708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
FBXL14	9700	360	73	534	200	142	425	308	135	749	348	355	99	698	392	209	79	125	109	102	52	450	420	293
FBXL15	1440	671	612	518	366	416	839	307	217	286	342	1	246	0	0	32	25	12	21	0	5	49	49	17
FBXL16	3352	29	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	3
FBXL17	4728	1	0	15	1	0	1	0	0	1	0	2	29	4	0	0	0	0	0	0	29	102	110	26
FBXL18	6330	53	126	85	178	35	85	56	78	71	177	0	47	2	12	5	7	23	12	0	3	22	17	25
FBXL19	3810	0	9	2	28	4	9	0	21	0	0	0	0	2	0	0	0	1	15	0	0	3	2	4
FBXL20	9936	16	110	245	194	80	223	21	5	312	91	43	54	84	85	6	125	48	15	1	8	136	171	98
FBXL21	4299	33	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	7	11	3
FBXL22	1364	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL2	6786	0	11	2	35	0	2	416	105	22	0	28	0	3	39	7	0	1	21	0	1	35	37	29
FBXL3	4115	7	8	23	9	71	72	0	16	68	60	0	1	68	1	68	18	13	14	0	5	234	204	118
FBXL4	2598	1	1	16	54	0	0	98	99	1	0	0	0	0	0	2	0	9	1	0	6	64	22	63
FBXL5	2996	50	32	51	131	96	23	58	11	8	49	0	250	0	15	197	199	26	100	1	38	101	96	100
FBXL6	2066	1426	1725	1566	1627	1293	1470	638	1113	1057	411	707	1	626	699	286	459	276	337	2	57	104	73	38
FBXL7	4345	106	146	0	0	42	7	0	0	1	0	53	0	0	18	0	0	0	8	0	0	34	25	9
FBXL8	1834	0	73	25	57	0	3	160	0	0	134	0	0	0	8	0	0	0	60	0	0	1	8	1
FBXO10	4867	0	63	7	14	0	0	2	0	8	58	2	5	0	86	20	5	7	2	0	1	18	4	12
FBXO11	4782	33	16	10	43	76	215	22	141	25	8	122	7	35	13	7	114	124	93	0	18	336	333	148
FBXO15	3169	62	64	105	218	441	7	0	259	0	64	0	0	0	373	0	1	0	0	0	22	37	22	26
FBXO16	7583	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	21	47	19
FBXO17	2364	0	75	76	44	0	39	0	0	123	1	1	64	0	0	176	0	0	3	0	0	12	5	7
FBXO21	6743	120	223	169	223	274	213	155	131	323	21	0	153	3	894	170	4	108	77	0	29	363	362	198
FBXO2	1718	0	0	0	17	0	0	0	0	0	0	0	0	0	5	0	18	0	0	0	1	9	6	3
FBXO22	1747	54	76	427	75	0	213	34	104	67	216	24	27	52	207	122	214	6	9	0	170	177	178	81
FBXO24	2192	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FBXO25	2505	96	151	180	229	47	100	211	341	61	247	20	77	79	104	51	100	157	45	1	16	132	88	119
FBXO28	1358	6	1	0	25	17	0	0	0	0	43	0	0	0	0	3	2	8	13	0	148	34	21	9
FBXO30	10167	1	12	42	12	39	68	340	42	28	76	71	84	28	38	72	98	10	24	0	37	219	201	118
FBXO31	6102	293	149	18	196	0	70	4	94	55	87	1	0	21	209	0	17	0	1	0	0	21	54	35
FBXO32	1861	28	48	145	19	124	13	59	118	1	125	60	45	15	0	0	73	0	0	0	0	26	19	30
FBXO3	2293	14	87	13	130	2	26	114	28	23	55	2	0	80	67	50	109	13	48	0	64	466	490	243
FBXO33	1932	3	17	29	50	0	106	0	23	0	77	183	0	1	0	0	170	1	0	0	1	9	13	12
FBXO34	3519	80	79	276	113	77	280	133	47	10	12	61	205	180	154	727	89	86	168	1	13	78	91	110
FBXO36	5780	110	0	9	34	61	4	0	0	0	35	0	0	0	0	0	9	8	0	0	0	4	5	1
FBXO38	4929	10	86	125	154	57	6	308	86	0	38	111	0	7	0	0	402	65	34	0	51	148	231	145
FBXO39	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
FBXO40	6035	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	8	22	0	0	0	1	1	1
FBXO4	1509	0	0	43	66	63	81	0	0	0	0	13	93	33	0	0	0	3	50	0	1	43	31	19
FBXO41	7048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4
FBXO42	3317	206	176	280	324	325	273	47	56	12	157	59	12	366	158	156	133	66	10	0	11	42	77	37
FBXO43	3303	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	41	0	0	3	9	1	17
FBXO44	2078	6	89	61	211	57	107	0	0	0	89	157	0	0	204	14	0	0	66	0	0	2	3	1
FBXO45	1128	0	59	170	11	135	73	0	140	42	9	71	0	2	0	12	15	0	13	0	0	49	39	50
FBXO46	9379	7	8	103	8	0	16	39	8	24	3	74	42	8	303	0	22	33	9	2	10	25	36	24
FBXO47	5556	0	33	0	0	10	0	0	2	0	0	0	0	0	1	0	0	0	1	30	2	6	12	8
FBXO48	3354	5	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	5	6	0	0	0	4	3
FBXO5	1616	345	129	669	246	167	328	10	36	125	66	355	220	78	266	143	410	39	92	0	49	176	141	279
FBXO6	1706	794	638	818	884	169	387	447	867	138	509	4	287	367	34	53	464	77	109	1	40	119	89	50
FBXO7	3505	19	3	29	98	182	23	25	134	72	7	1	23	71	22	35	26	0	5	1	6	138	144	84
FBXO8	1657	59	118	12	313	33	114	6	91	0	30	77	0	29	10	119	1	64	165	4	35	181	199	88
FBXO9	2206	112	616	600	513	447	432	621	591	125	197	195	507	126	335	370	253	195	114	1	15	178	184	181
FBXW11	4506	178	128	495	138	140	324	225	240	134	124	130	545	51	52	144	55	139	273	117	114	351	350	186
FBXW12	2718	1418	1554	462	1311	1178	1066	241	540	656	491	19	541	182	565	79	212	12	31	67	56	400	317	321
FBXW2	6969	2326	1924	1513	1453	940	1597	2029	1066	932	913	118	723	312	594	284	11	36	66	1	122	198	138	117
FBXW4	2406	909	199	184	314	464	103	3	586	155	238	338	444	5	226	7	240	194	73	27	1	96	76	57
FBXW5	3276	244	653	290	318	263	551	640	387	240	92	527	92	279	87	6	0	30	0	2	16	72	30	42
FBXW7	4610	61	51	145	135	86	58	5	65	18	135	61	125	55	155	122	159	49	45	0	41	331	347	259
FBXW8	3695	41	90	10	160	15	36	61	0	0	5	0	0	125	0	195	0	15	1	0	0	38	51	24
FBXW9	2910	73	46	0	8	31	164	52	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15	16
FCAMR	4135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
FCAR	2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
FCER1A	1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FCER1G	798	0	17	2	14	0	0	10	39	0	0	0	0	0	0	0	0	0	0	0	0	7	6	3
FCER2	3415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
FCF1	706	1080	376	1071	686	345	750	377	353	325	451	314	457	306	133	59	458	115	267	161	91	1043	817	788
FCGBP	9959	0	0	192	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	6	18	4
FCGR1A	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FCGR2A	3465	340	272	534	224	253	821	90	347	712	434	378	378	143	443	224	518	169	164	2	7	598	763	216
FCGR2B	5355	17	436	310	345	13	178	411	203	12	369	71	45	426	293	51	20	257	37	0	1	137	95	118
FCGR3A	2028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
FCGRT	2036	41	69	0	5	0	0	0	150	0	0	9	0	0	0	354	45	0	0	0	0	4	3	1
FCHO1	3916	0	0	18	19	5	13	0	21	9	189	305	1	21	0	0	0	0	0	0	0	3	8	4
FCHO2	2883	0	0	25	6	2	6	0	8	0	0	6	0	0	0	0	0	0	39	0	2	56	97	28
FCHSD1	4491	0	0	0	95	145	21	0	20	56	0	10	0	0	0	0	0	0	0	0	0	7	21	9
FCHSD2	4726	86	165	29	198	84	19	126	102	174	54	126	41	17	180	67	11	57	287	16	27	303	269	181
FCMR	3733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1
FCN1	1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCN3	2270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCRL1	2434	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	1	0	0	8	1	6
FCRL3	4068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	3
FCRL4	2810	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
FCRL5	4074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1
FCRL6	1805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FCRLA	2606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
FCRLB	1254	141	75	257	94	152	41	1	293	0	44	0	175	0	0	50	0	0	0	0	0	2	2	0
FDCSP	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
FDFT1	5498	3170	2436	1715	2777	970	2004	1792	1234	241	811	581	202	152	604	532	588	144	168	369	89	638	685	270
FDPS	2355	2282	3031	2068	1602	1135	1984	1056	1110	212	681	33	728	171	630	436	174	171	139	125	120	563	817	515
FDX1	1434	857	459	663	600	276	705	230	238	58	418	167	243	529	129	90	105	109	81	24	31	885	815	566
FDX2	1383	435	601	590	604	781	774	637	737	425	389	0	664	101	405	218	292	125	60	0	21	162	115	206
FDXACB1	2345	0	89	0	1	0	0	0	0	0	0	0	0	0	0	0	28	0	3	0	2	8	9	1
FDXR	1956	1700	1755	1155	1619	1188	1629	296	636	704	411	239	3	2	506	315	101	76	106	1	15	192	222	75
FECH	1747	3	71	83	126	78	165	51	53	2	49	0	44	2	16	0	0	38	112	0	0	11	23	8
FEM1A	3582	1158	1390	1301	1057	2046	619	1109	502	26	156	57	12	819	385	1147	456	256	127	19	73	157	112	107
FEM1B	2395	5	141	1	61	6	86	2	236	2	0	0	0	204	0	141	0	112	4	2	29	64	89	44
FEM1C	4559	12	10	90	89	25	30	3	57	19	49	18	94	15	2	90	16	51	12	134	20	99	108	78
FEN1	1971	948	669	428	545	327	540	472	806	204	150	35	324	16	393	510	140	162	151	0	269	237	207	206
FER	12550	16	18	287	67	12	142	61	33	41	36	123	220	0	4	6	141	30	71	0	26	379	517	351
FER1L5	6822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	9
FER1L6	6987	0	11	0	7	0	12	0	15	0	0	0	0	0	99	0	1	0	0	0	3	5	10	5
FERD3L	2994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FERMT1	8446	57	26	0	21	58	0	0	0	46	42	41	0	0	0	0	0	42	1	0	0	11	32	17
FERMT2	3682	854	1312	951	1572	888	984	1100	1181	541	1273	607	470	485	680	890	632	447	917	179	275	1650	1523	899
FERMT3	2518	12	19	52	40	15	160	5	0	10	0	1	0	1	0	68	147	221	1	0	0	8	5	7
FES	2910	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0
FETUB	1435	198	86	0	55	55	143	1	0	0	17	72	9	0	0	0	0	0	0	0	77	21	13	9
FEV	720	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEZ1	2709	0	2	84	0	0	0	0	13	18	0	0	35	0	0	0	2	0	1	2	0	47	22	32
FEZ2	2107	424	97	586	345	445	273	240	294	400	199	54	146	13	338	495	3	192	171	0	48	312	293	223
FEZF1	2138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEZF2	2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
FFAR1	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFAR2	2548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
FFAR3	1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
FFAR4	1842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
FGA	3077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2
FGB	3152	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
FGD1	4327	28	9	2	50	0	1	1	9	10	6	0	46	0	0	3	28	0	13	0	0	15	17	10
FGD2	2708	0	0	0	26	0	67	0	0	0	0	0	0	0	0	364	0	0	0	1	0	1	1	0
FGD3	3783	4	0	0	1	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2
FGD4	9907	74	56	117	223	45	66	32	224	14	35	85	92	92	97	289	107	28	184	0	51	556	679	376
FGD5	6156	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0
FGD6	6861	0	23	166	35	0	132	0	12	8	254	8	0	20	0	21	19	30	53	0	11	110	141	90
FGF10	3384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FGF11	3907	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	2
FGF12	8404	0	0	2	0	0	0	0	0	2	0	29	0	0	0	0	0	0	0	0	0	38	28	16
FGF13	2347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1
FGF14	4069	0	0	1	0	38	0	0	0	0	25	12	0	314	0	42	0	1	0	0	7	3	6	2
FGF1	4879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
FGF16	712	0	20	0	23	0	0	0	0	0	0	0	228	351	131	366	0	56	17	1	1	2	0	2
FGF17	2140	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	1
FGF18	1114	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	1	1	2
FGF19	2349	74	50	151	39	19	0	77	1	1	94	228	0	183	1	0	21	0	58	0	0	9	0	13
FGF20	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	4
FGF21	1803	18	0	0	0	2	23	105	10	0	48	0	0	0	0	0	0	43	0	0	0	0	0	0
FGF22	1367	0	4	0	0	89	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1
FGF23	5457	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
FGF2	6594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	7
FGF3	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF4	621	0	41	0	0	78	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FGF5	849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGF6	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FGF7	2225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2
FGF8	933	6	4	0	0	0	2	0	0	0	0	0	0	0	0	0	25	2	0	0	0	0	0	0
FGF9	697	7	6	0	43	1	131	17	121	0	14	12	4	0	0	0	0	36	12	1	0	10	9	4
